0	2.533661403	-6.982956568	4.449295165	-1.105991668	-5.494421948	6.600413615
0.000225424	3.219214433	-7.060861631	3.84167673	-0.359383387	-5.935213212	6.294589597
0.000450847	3.868494115	-7.059173432	3.190723829	0.391273303	-6.309079943	5.917752665
0.000676271	4.474115544	-6.977829593	2.503777093	1.137471095	-6.611795042	5.474231589
0.000901695	5.029225486	-6.817987054	1.788736517	1.870862034	-6.839978451	4.969087558
0.001127119	5.528022014	-6.580942393	1.052878568	2.583676671	-6.991103235	4.407448742
0.001352542	5.96401307	-6.270099718	0.306115516	3.266610483	-7.063367986	3.796762168
0.001577966	6.332835318	-5.888562631	-0.444249957	3.912759266	-7.056038174	3.143255634
0.00180339	6.630448902	-5.440334977	-1.190214291	4.515276955	-6.96930653	2.453827597
0.002028814	6.85322261	-4.931142333	-1.9220795	5.066428793	-6.803699327	1.737274762
0.002254237	6.998891882	-4.366027199	-2.632648776	5.560838856	-6.561518515	1.000671276
0.002479661	7.065482015	-3.751658519	-3.313818271	5.992496021	-6.245284087	0.252797985
0.002705085	7.052446906	-3.09547938	-3.956948148	6.356304183	-5.858928903	-0.49737918
0.002930508	6.960144209	-2.403616993	-4.556295091	6.648874757	-5.4060211	-1.242856089
0.003155932	6.788931951	-1.685238657	-5.103704941	6.86621334	-4.892554463	-1.97366334
0.003381356	6.541389594	-0.947674865	-5.593718381	7.006195542	-4.323802079	-2.682352128
0.00360678	6.220126931	-0.1995307	-6.020593406	7.067184636	-3.706375127	-3.360783921
0.003832203	5.828669438	0.550971754	-6.379663517	7.048492282	-3.047086528	-4.001434247
0.004057627	5.371591789	1.295164153	-6.6667742	6.950358827	-2.353518159	-4.596831279
0.004283051	4.854222379	2.024398606	-6.87861276	6.773963914	-1.633784542	-5.14017213
0.004508475	4.281498493	2.731623507	-7.013148141	6.520978437	-0.894842181	-5.626149076
0.004733898	3.660818699	3.407648677	-7.06848906	6.194546845	-0.146204351	-6.048415462
0.004959322	2.999828171	4.044386431	-7.04423662	5.798974532	0.603083947	-6.402045053
0.005184746	2.303158658	4.637239243	-6.940451013	5.336763854	1.347547208	-6.684337515
0.005410169	1.580956101	5.177283117	-6.758244118	4.814623788	2.076343268	-6.890980083
0.005635593	0.842102765	5.658164825	-6.500255635	4.239101887	2.780551393	-7.019662979
0.005861017	0.092855319	6.075851592	-6.168728489	3.615106239	3.454280422	-7.069379692
0.006086441	-0.657176142	6.424876407	-5.767698599	2.950555791	4.088819113	-7.039388043
0.006311864	-1.399824767	6.701524794	-5.301621116	2.252688353	4.677361264	-6.930033385
0.006537288	-2.12663299	6.902536095	-4.77591725	1.529557674	5.213029493	-6.742566965
0.006762712	-2.82965011	7.025846485	-4.196168258	0.788962747	5.69008853	-6.479071524
0.006988136	-3.500670461	7.069878511	-3.569211634	0.039570654	6.102919959	-6.142485522
0.007213559	-4.132261325	7.034223552	-2.901976562	-0.710254845	6.44697464	-5.736661119
0.007438983	-4.717080115	6.919310731	-2.202224788	-1.451941429	6.718237549	-5.26630797
0.007664407	-5.249035461	6.726215745	-1.477235947	-2.177539294	6.913944798	-4.736315832
0.007889831	-5.721613743	6.457502379	-0.735914043	-2.878433734	7.031599114	-4.153118239
0.008115254	-6.129671225	6.115892633	0.013807097	-3.546982249	7.069994463	-3.523017739
0.008340678	-6.468322907	5.70588127	0.762451274	-4.174661363	7.028768759	-2.854067287
0.008566102	-6.734745402	5.230452757	1.504248748	-4.756812829	6.908109787	-2.151311318
0.008791525	-6.924788799	4.696879001	2.227915141	-5.284329344	6.709779675	-1.42544931
0.009016949	-7.036950441	4.109813932	2.927146981	-5.752770004	6.435577208	-0.682817256
0.009242373	-7.069683468	3.476725462	3.592943127	-6.156068569	6.088980474	0.067097385
0.009467797	-7.022692879	2.804310121	4.21834773	-6.490034214	5.673652517	0.81637539
0.00969322	-6.896554637	2.100542284	4.796100402	-6.750774161	5.194452154	1.556193393
0.009918644	-6.692674113	1.37284264	5.319852627	-6.935436838	4.656617642	2.278810062
0.010144068	-6.413327808	0.629752883	5.783593319	-7.041892371	4.066324841	2.975572634
0.010369492	-6.061643382	-0.120484642	6.182144438	-7.068991405	3.430121401	3.638831909
0.010594915	-5.641476004	-0.869643573	6.511132082	-7.016319526	2.755015732	4.26128904
0.010820339	-5.158127779	-1.60809064	6.766409676	-6.88459522	2.049499703	4.835141307
0.011045763	-4.616384168	-2.329058498	6.94562714	-6.675271701	1.320440393	5.354843536
0.011271186	-4.022428544	-3.023914872	7.046521372	-6.390680715	0.576440034	5.814208226
0.01149661	-3.383535725	-3.684325382	7.067853321	-6.034112312	-0.173662235	6.207778888
0.011722034	-2.70628611	-4.30333567	7.009618616	-5.60947228	-0.922086693	6.531551039
0.011947458	-1.998326837	-4.873990704	6.872246581	-5.121449127	-1.660203388	6.781712692
0.012172881	-1.267957124	-5.389474967	6.657567505	-4.575824918	-2.37944836	6.955340224
0.012398305	-0.523179143	-5.844410422	6.367586714	-3.978382216	-3.072225824	7.050593089
0.012623729	0.227042428	-6.233159319	6.0061243	-3.33654093	-3.72979397	7.066359944
0.012849153	0.97499151	-6.551789047	5.576804569	-2.656888659	-4.34557211	7.002424064
0.013074576	1.711968841	-6.796583741	5.084584679	-1.947236882	-4.91241339	6.859564549
0.0133	2.429642156	-6.964728287	4.535052785	-1.215533588	-5.423861651	6.639374043
