0.0100206	-0.000456607	-0.00142681	0.003024733	-0.0022102	-0.000478817	0.001258443	-0.048078006	0.025344553	-0.014351702	-0.020280859	0.033849632	-0.002505583	-0.016148661	0.034850587	-0.014681358	-0.008457305	0.023589857	-0.001320354	-0.002273086	0.003649445	-0.005775391	-0.001210375	0.0029536	0.004792974	-0.015957653	0.010443902	-0.006012982	-0.02670764	0.013202992	-0.001247361	-0.031995269	0.03499494	-0.017626699	-0.015860669	0.059488539
0.012957598	-0.002261089	-0.000221059	0.002844052	-0.003985682	0.00102559	0.004959298	-0.052784838	0.02541342	-0.012193363	-0.023189495	0.036200758	-0.000263741	-0.013826798	0.027810245	-0.01085962	-0.008158854	0.019195212	-0.000317483	-0.000620593	0.001015882	-0.001756358	-0.000372424	0.00081621	0.007348344	-0.019492604	0.012605072	-0.006150694	-0.030113408	0.016046959	0.002005289	-0.032271549	0.031451239	-0.01429613	-0.017018236	0.056771399
0.015216658	-0.00484377	0.001708244	0.002073079	-0.006677014	0.003338382	0.008838786	-0.056877886	0.024224259	-0.009154684	-0.026151471	0.037715814	0.001408995	-0.010949335	0.021513974	-0.007247509	-0.006989806	0.014728013	0.000209702	0.000507476	-0.000888865	0.001704206	0.000297623	-0.000689046	0.01088942	-0.023372659	0.013820907	-0.00479842	-0.035256513	0.018735261	0.005106919	-0.031617391	0.027315786	-0.010420202	-0.017573358	0.052732399
0.018740662	-0.007372949	0.003278101	0.002089381	-0.009416684	0.005534176	0.011498982	-0.05999623	0.022669045	-0.006547865	-0.029411199	0.038463765	0.001834498	-0.008133931	0.015651655	-0.004546207	-0.005693003	0.010538565	0.000531242	0.001067478	-0.002065578	0.004447603	0.000592473	-0.001510543	0.01391591	-0.027868181	0.015033813	-0.003443523	-0.040666135	0.021950666	0.006771293	-0.030175269	0.023041683	-0.007269024	-0.018174087	0.047692402
0.023267356	-0.010175233	0.004641719	0.003245559	-0.012487083	0.007860941	0.013793841	-0.060818491	0.020352483	-0.004174149	-0.031267869	0.037458153	0.001650733	-0.005339237	0.010171184	-0.002732735	-0.00401803	0.006703181	0.001207409	0.001145495	-0.002858659	0.007305061	0.000454062	-0.001850068	0.016982738	-0.031369215	0.01536592	-0.00165991	-0.044152606	0.024326466	0.007766582	-0.027299933	0.018622361	-0.004913325	-0.017672121	0.041447019
0.026829487	-0.01337095	0.006046577	0.004939428	-0.016152632	0.010586837	0.015918869	-0.059228984	0.017311036	-0.000987092	-0.031938024	0.034655125	0.001152101	-0.002770456	0.005455198	-0.001227176	-0.002131487	0.003423367	0.002308403	0.000387438	-0.003009878	0.010232615	-0.000565622	-0.001352443	0.020428386	-0.03392737	0.014147872	0.001530605	-0.048294384	0.025294973	0.008441558	-0.023210061	0.014326095	-0.002307595	-0.01594784	0.034246071
0.030405835	-0.016196555	0.006062067	0.00757898	-0.019710339	0.012682751	0.017027493	-0.056502806	0.014020107	0.002215934	-0.032224	0.031152911	0.000311123	-0.000684435	0.001486632	-0.000264692	-0.000519173	0.000853369	0.004151141	-0.001154499	-0.002824889	0.013162366	-0.002413196	-0.000117052	0.023343521	-0.036301393	0.011980663	0.005217988	-0.053062583	0.025336424	0.008074031	-0.018864434	0.010585293	-0.000136017	-0.013619059	0.027323466
0.035636518	-0.018938192	0.004681488	0.011111733	-0.023663344	0.013894692	0.017608839	-0.052382851	0.010136285	0.005266982	-0.031533209	0.026983814	-0.000328629	0.000765256	-0.001916059	0.000231463	0.000562291	-0.000990738	0.006865695	-0.003500022	-0.002037358	0.015403991	-0.005022213	0.001836595	0.026365014	-0.037785842	0.008924743	0.009056132	-0.057130321	0.024103543	0.006895771	-0.014402972	0.007004571	0.001475099	-0.010736579	0.021068007
0.040973248	-0.022161557	0.003342222	0.014118765	-0.028164264	0.015095992	0.018183548	-0.047286212	0.007086847	0.006851925	-0.030016383	0.02273099	-0.000599931	0.001550395	-0.004637258	0.000563604	0.001089898	-0.002132697	0.009614664	-0.005686833	-0.002138184	0.019038445	-0.007555523	0.003373531	0.029602324	-0.038451006	0.006381695	0.01166154	-0.060136231	0.022527629	0.005586733	-0.010252681	0.004397008	0.001833307	-0.007932059	0.015247784
0.044406209	-0.024427626	0.001473492	0.017220902	-0.031562566	0.01531971	0.017575705	-0.040957135	0.004736386	0.007822518	-0.027040159	0.018301732	-0.000413336	0.001846594	-0.007515415	0.001275433	0.001122847	-0.00289312	0.012731482	-0.008037859	-0.003361494	0.023586811	-0.010388291	0.004738163	0.031334068	-0.037309839	0.003973998	0.013949549	-0.060774351	0.020151459	0.003882732	-0.006446882	0.002614031	0.001624307	-0.005144544	0.009802871
0.048622625	-0.025326796	-0.001790038	0.020654419	-0.034102643	0.014017295	0.015799136	-0.03372239	0.002126861	0.008462617	-0.022896466	0.014039548	0.000673409	0.001282609	-0.010442315	0.002402204	0.000298947	-0.003000173	0.016410874	-0.010778878	-0.005073533	0.027005065	-0.013595115	0.006123586	0.031971141	-0.03441019	0.000745114	0.016041159	-0.05906016	0.017079185	0.00200386	-0.003217362	0.001140074	0.001101767	-0.002604299	0.005154847
0.053374393	-0.02529151	-0.005488047	0.023543044	-0.036436702	0.011794113	0.013429331	-0.026872654	5.18E-06	0.00800589	-0.018559598	0.010331181	0.002574012	4.68E-06	-0.013352598	0.004322029	-0.001292142	-0.002795976	0.019967722	-0.012787614	-0.007815675	0.030737375	-0.016380086	0.005994806	0.032206916	-0.030895733	-0.002434951	0.017070992	-0.056268256	0.0137717	0.000421992	-0.000696158	0.000213294	0.000252904	-0.000557452	0.001220928
0.057388115	-0.024001926	-0.009272894	0.026602788	-0.037868942	0.00871398	0.010533914	-0.020637184	-0.001536573	0.006810285	-0.014091498	0.006775438	0.00520326	-0.001964525	-0.015603352	0.007057532	-0.003662966	-0.002004543	0.023977609	-0.013986198	-0.011336309	0.036038162	-0.019162702	0.004579104	0.031458853	-0.026673286	-0.005422881	0.017661873	-0.052048157	0.009872442	-0.000615035	0.001089637	-0.000252136	-0.00035858	0.000838775	-0.002124447
0.060266006	-0.022391252	-0.011827968	0.029795705	-0.038434948	0.006223315	0.007733297	-0.014848155	-0.001832409	0.005484552	-0.009970686	0.004253987	0.007743031	-0.003473188	-0.019340937	0.009813619	-0.00584499	-0.002189986	0.028463881	-0.015170166	-0.014320827	0.041261146	-0.022382764	0.003248814	0.029854214	-0.022424445	-0.006935351	0.018199313	-0.046877352	0.006912898	-0.001111187	0.002199314	-0.000597329	-0.000607224	0.001589097	-0.004830069
