0	0	0.217222487	-0.000348146	0.217222487	-0.000348146
0	20	0.215217594	0.035849986	0.215217594	0.035849986
0	40	0.211911384	0.059336251	0.211911384	0.059336251
0	60	0.208623971	0.078130766	0.208623971	0.078130766
0	80	0.204939952	0.094602627	0.204939952	0.094602627
0	100	0.200453562	0.109872205	0.200453562	0.109872205
0	120	0.195346192	0.124412809	0.195346192	0.124412809
20	0	0.242551675	-1.19782E-05	0.242551675	-1.19782E-05
20	20	0.2408976	0.033123483	0.2408976	0.033123483
20	40	0.237874642	0.055990637	0.237874642	0.055990637
20	60	0.234624991	0.074911303	0.234624991	0.074911303
20	80	0.2314463	0.091099347	0.2314463	0.091099347
20	100	0.228057349	0.10574615	0.228057349	0.10574615
20	120	0.224170455	0.119682126	0.224170455	0.119682126
40	0	0.261416587	0.000221238	0.261416587	0.000221238
40	20	0.259728879	0.030627553	0.259728879	0.030627553
40	40	0.256775018	0.052712295	0.256775018	0.052712295
40	60	0.253456554	0.071730419	0.253456554	0.071730419
40	80	0.25028769	0.088005208	0.25028769	0.088005208
40	100	0.247189547	0.102459547	0.247189547	0.102459547
40	120	0.243872413	0.115963666	0.243872413	0.115963666
60	0	0.276803715	0.000265554	0.276803715	0.000265554
60	20	0.275221254	0.028118335	0.275221254	0.028118335
60	40	0.272319473	0.049427797	0.272319473	0.049427797
60	60	0.268908274	0.068383951	0.268908274	0.068383951
60	80	0.265555814	0.084825651	0.265555814	0.084825651
60	100	0.262304087	0.099273092	0.262304087	0.099273092
60	120	0.259041053	0.112615265	0.259041053	0.112615265
80	0	0.289400875	0.000230673	0.289400875	0.000230673
80	20	0.288056758	0.025816573	0.288056758	0.025816573
80	40	0.285474145	0.046331553	0.285474145	0.046331553
80	60	0.282226132	0.064873461	0.282226132	0.064873461
80	80	0.278667618	0.081415556	0.278667618	0.081415556
80	100	0.275209205	0.095980981	0.275209205	0.095980981
80	120	0.271836696	0.10927351	0.271836696	0.10927351
100	0	0.299767558	0.000129106	0.299767558	0.000129106
100	20	0.298651454	0.023854631	0.298651454	0.023854631
100	40	0.296386708	0.043494562	0.296386708	0.043494562
100	60	0.293361334	0.061471922	0.293361334	0.061471922
100	80	0.289914272	0.077892994	0.289914272	0.077892994
100	100	0.286456448	0.092580427	0.286456448	0.092580427
100	120	0.28304623	0.10586509	0.28304623	0.10586509
120	0	0.308511622	-1.4636E-05	0.308511622	-1.4636E-05
120	20	0.307495282	0.022195969	0.307495282	0.022195969
120	40	0.305533516	0.040984672	0.305533516	0.040984672
120	60	0.302843499	0.05833553	0.302843499	0.05833553
120	80	0.299621187	0.074423891	0.299621187	0.074423891
120	100	0.29618937	0.089107686	0.29618937	0.089107686
120	120	0.292731102	0.102418888	0.292731102	0.102418888
