0	-0.009226102	-0.01057408
0.125173853	-0.004255209	-0.007598737
0.250347705	-0.001286891	-0.004404303
0.375521558	0.001018567	-0.002636694
0.50069541	0.00316691	-0.000999785
0.625869263	0.004675234	0.000428799
0.751043115	0.004313657	0.00140791
0.876216968	0.004888105	0.002295059
1.001390821	0.005746703	0.001536316
1.126564673	0.006438212	0.001038014
1.251738526	0.006300978	-0.000122892
1.376912378	0.005984871	9.25E-05
1.502086231	0.005728054	0.000406577
1.627260083	0.005179777	0.000629808
1.752433936	0.00472072	0.00085166
1.877607789	0.004522426	-3.47E-04
2.002781641	0.005031211	-0.0007935
2.127955494	0.005360227	-0.001784822
2.253129346	0.004429568	-0.001413901
2.378303199	0.001895985	-0.001269585
2.503477051	0.000900753	-0.000811915
2.628650904	0.000335582	-0.000142313
2.753824757	-0.000196344	0.000567911
2.878998609	-0.000317464	0.00211179
3.004172462	0.001249659	0.003266444
3.129346314	0.003344295	0.004614784
3.254520167	0.007252746	0.007659708
3.379694019	0.015141081	0.012010504
3.504867872	0.029570721	0.020068225
3.630041725	0.053726717	0.03284673
3.755215577	0.08585443	0.050503807
3.88038943	0.12246375	0.072342672
4.005563282	0.160375476	0.095787947
4.130737135	0.199843733	0.118708224
4.255910987	0.241312375	0.14302496
4.38108484	0.284532771	0.169920028
4.506258693	0.328143519	0.199048946
4.631432545	0.371178743	0.228914398
4.756606398	0.410681471	0.257970388
4.88178025	0.447093204	0.284535531
5.006954103	0.482094319	0.309579807
5.132127955	0.516217143	0.33415702
5.257301808	0.549019297	0.356381914
5.382475661	0.579730642	0.3756946
5.507649513	0.606451244	0.390080011
5.632823366	0.62975826	0.401616241
5.757997218	0.649261744	0.410919646
5.883171071	0.6660037	0.419537765
6.008344924	0.677586632	0.426786831
6.133518776	0.685527383	0.432053771
6.258692629	0.692153976	0.436355757
6.383866481	0.698037638	0.439470702
6.509040334	0.705614299	0.442408088
6.634214186	0.709497993	0.444447587
6.759388039	0.711432061	0.446333422
6.884561892	0.71310896	0.447031215
7.009735744	0.712370235	0.44858478
7.134909597	0.712660424	0.449940227
7.260083449	0.711669477	0.45008395
7.385257302	0.7125588	0.449979938
7.510431154	0.714583337	0.448943605
7.635605007	0.713875009	0.446716729
7.76077886	0.710997485	0.443302727
7.885952712	0.704551818	0.437444365
8.011126565	0.690195114	0.42801783
8.136300417	0.659504941	0.407902569
8.26147427	0.605307868	0.374459404
8.386648122	0.542282605	0.335129744
8.511821975	0.488947415	0.302289367
8.636995828	0.449993964	0.278846178
8.76216968	0.423733699	0.263309627
8.887343533	0.409024759	0.254503637
9.012517385	0.405294373	0.251670178
9.137691238	0.410008507	0.255017344
9.26286509	0.426114593	0.264584914
9.388038943	0.454352988	0.281134149
9.513212796	0.498004925	0.307582925
9.638386648	0.556744539	0.344537621
9.763560501	0.620364058	0.387146704
